Epoch	Loss	accuracy
0	0.057796914130449295	0.9447361826896667
1	0.04090256616473198	0.9532493948936462
2	0.03885691612958908	0.9547191262245178
3	0.03750669211149216	0.9559487700462341
4	0.036488741636276245	0.9567402601242065
5	0.03562618046998978	0.9575215578079224
6	0.03496832400560379	0.9579507112503052
7	0.034281954169273376	0.9586210250854492
8	0.033673521131277084	0.9591281414031982
9	0.03322100639343262	0.9594963192939758
