Epoch	Loss	Accuracy
0	0.0022782564628869295	0.7204526662826538
1	0.0021254965104162693	0.7261607646942139
2	0.0020774665754288435	0.7288291454315186
3	0.0020619763527065516	0.7295858263969421
4	0.002051546471193433	0.7298433780670166
5	0.0020403978414833546	0.7299503087997437
6	0.0020367885008454323	0.7306545376777649
7	0.0020342532079666853	0.7301672697067261
8	0.0020312562119215727	0.7308477163314819
9	0.002029972616583109	0.7302613258361816
