Epoch	Loss	accuracy
0	0.013633722439408302	0.9391563534736633
1	0.008353732526302338	0.9446524977684021
2	0.007961461320519447	0.9469403624534607
3	0.007859444245696068	0.9476014971733093
4	0.00778198754414916	0.9480407238006592
5	0.007779906969517469	0.9480724334716797
6	0.007831321097910404	0.9477724432945251
7	0.00786711648106575	0.9474486708641052
8	0.00785007607191801	0.9477724432945251
9	0.007810588926076889	0.9479694366455078
